longitude,latitude,DEPARTAMENTO,PROVINCIA,MUNICIPIO,CODIGO,COD_INE,_COD_INE,Captura.c,Riqueza.e,Abundancia,Aptitud.s,Minero,Piscícol,Turismo,_Agropecua,_Agropec_1,_Agrosilvo,_Aptitud.f,_Uso.limit,_Restricci,_Acceso.se,_Acceso.h2o,_Acceso.ed,_Acceso.vi,_Acceso.en,Clasificac,i_CSV,porc_i.CSV
-63.841,-18.493,Santa Cruz,Valle Grande,Postrer Valle,"070804",70804.00000000000,"70804",0.190850689094388,0.545928940912692,0.101110720547170,0.625501775130078,0.076682992470949,0.319958590000000,0.104437433000000,0.280237842018757,0.054731797514397,0.051073407202216,0.082514301632271,0.353553391000000,0.168843314000000,0.432838734662670,0.288246616925000,0.344605954531560,0.253535788653090,0.403802677885480,Medio,0.399,"40"
-63.329,-17.893,Santa Cruz,Andres Ibañez,La Guardia,"070104",70104.00000000000,"70104",0.157786713572054,0.588697688470942,0.114323077427830,0.737756691458610,0.103029729859407,0.549155173000000,0.513552671000000,0.000000000000000,0.000000000000000,0.000000000000000,0.083485123704115,0.353553391000000,0.281023428000000,0.407198495016061,0.345025301140000,0.374646101110551,0.292022212573349,0.454338395712793,Alto,0.478,"48"
-68.999,-15.131,La Paz,Bautista Saavedra,Curva,"021602",21602.00000000000,"21602",0.306384867157754,0.602638018812798,0.551483981259475,0.648000545446972,0.332922262340511,0.535289406000000,,0.104270109235353,0.741972544141494,0.228905735003296,0.108051900981349,0.092341871000000,0.160954898000000,0.427969195608617,0.274427852975000,0.368751217299976,0.307779153215113,0.464828667401173,Muy Alto,0.582,"58"
-67.660,-20.740,Potosi,Nor Lipez,"Colcha""K""","050901",50901.00000000000,"50901",0.056481298478661,0.616241385456682,0.386148808411203,0.709714025450074,0.536642489188914,0.703548476000000,0.721519458000000,0.008109897384972,0.018447373205927,0.030817402768622,0.012711012009279,,0.069203896000000,0.418182081603377,0.299203813500000,0.351594132570030,0.246332201127106,0.442658434049636,Muy Alto,0.581,"58"
-68.624,-18.939,Oruro,Mejillones,Carangas,"041503",41503.00000000000,"41503",0.057961605694798,0.637224980720327,0.273919194591724,0.540912232299562,0.148310039298076,,,0.060853297302915,0.028354588271910,0.117511980830671,0.012487384946591,,0.109511365000000,0.421916445865232,0.278569765666667,0.335948880397135,0.199183003267524,0.444126306789117,Muy Bajo,0.257,"26"
-68.640,-19.005,Oruro,Mejillones,La Rivera,"041501",41501.00000000000,"41501",0.050470391791485,0.588113008593438,0.341807555400234,0.577211374345774,0.103014157557697,,,0.001403419239602,0.210952933065228,0.014233549444817,0.013614151692012,,0.080077124000000,0.483043357561184,0.260836275333333,0.329505741490121,0.226387524525169,0.347755808540799,Muy Bajo,0.247,"25"
-68.721,-19.015,Oruro,Mejillones,Todos Santos,"041502",41502.00000000000,"41502",0.029771309220385,0.434010418480455,0.125743293496731,0.510823267293721,0.047749408793359,,,0.000000000000000,0.000000000000000,0.004592651757188,0.032389665224264,,0.109511205000000,0.442664942823881,0.268680148333333,0.342651696394317,0.211763078445725,0.447498615974327,Muy Bajo,0.166,"17"
-68.135,-16.494,La Paz,Murillo,Nuestra Señora de La Paz,"020101",20101.00000000000,"20101",0.218060005311216,0.566145698669778,0.516417731780224,0.580573711863791,0.495008180719289,0.665017673000000,,0.886203229237165,0.069377466877026,0.127077562326870,0.117225135374667,,0.174492052000000,0.417639033867910,0.336875340660000,0.369854456120624,0.285504109661498,0.439399340293086,Muy Alto,0.646,"65"
-68.703,-15.633,La Paz,Larecaja,Quiabaya,"020604",20604.00000000000,"20604",0.094823326734843,0.541340904842581,0.140705111081444,0.671307190207169,0.257994174529915,,,0.025777888116518,0.025894804786152,0.045649307844430,0.021243349628470,,,0.427079857198219,0.309803131650000,0.368095791380624,0.289875764501623,0.445624412172656,Muy Bajo,0.239,"24"
-68.835,-15.459,La Paz,Muñecas,Ayata,"020502",20502.00000000000,"20502",0.281851372358484,0.661781103042548,0.425027158834037,0.691869435399403,0.405043312474922,0.283293014000000,,0.080879345603272,0.007947875758141,0.555120122678480,0.015642074161885,,0.160954753000000,0.408662768972238,0.320514107740000,0.356077056244129,0.252113268280880,0.443018079983400,Alto,0.476,"48"
-68.649,-15.773,La Paz,Larecaja,Sorata,"020601",20601.00000000000,"20601",0.145158876073855,0.452338375327452,0.379983476907041,0.592055028843105,0.465590556012376,0.282417335000000,,0.159238132069999,0.038505840770381,0.014889196675900,0.117827061137251,,0.174492298000000,0.403384594697101,0.351944860400000,0.378528559254758,0.281248933996228,0.477535847925701,Medio,0.375,"38"
-68.645,-15.589,La Paz,Larecaja,Tacacoma,"020603",20603.00000000000,"20603",0.159036928563225,0.450795002242669,0.269005355359820,0.662419085563742,0.376299314129548,0.538198132000000,0.097357840000000,0.000057660151070,0.000005301939947,0.000000000000000,0.101988207113045,,0.174492258000000,0.427090930361912,0.331489241800000,0.372751622507757,0.282850773178953,0.449575544690164,Medio,0.372,"37"
-68.899,-15.480,La Paz,Muñecas,Chuma,"020501",20501.00000000000,"20501",0.174527883648456,0.622470041436800,0.392002520047284,0.572627257442080,0.361731318154919,,,0.016196394010390,0.050662648518195,0.047318611987382,0.012350101094679,,,0.427848833929347,0.326459198540000,0.372480471381179,0.292857373715355,0.442756479340012,Muy Bajo,0.294,"29"
-68.755,-15.805,La Paz,Larecaja,Combaya,"020605",20605.00000000000,"20605",0.166204147549555,0.611938259495903,0.316135936440805,0.581091151490040,0.229297065181142,,,0.166731122498308,0.007919272178162,0.000692520775623,0.012455762608309,,,0.425284148395674,0.355282890000000,0.382339727987745,0.318420690943382,0.430371182611924,Muy Bajo,0.283,"28"
-68.719,-15.479,La Paz,Muñecas,Aucapata,"020503",20503.00000000000,"20503",0.303834407901665,0.663925044629633,0.298446677547388,0.586800712803965,0.507944856160498,0.282596526000000,,0.051484095523542,0.004907994155981,0.714162049861496,0.035913753940470,,0.160955011000000,0.418959098997182,0.335006866360000,0.370150630424211,0.299241525074538,0.427395031265126,Alto,0.497,"50"
-68.021,-15.565,La Paz,Larecaja,Tipuani,"020606",20606.00000000000,"20606",0.166845577984365,0.444953295301878,0.103485406007810,0.613634455482998,0.369199799480661,0.281795860000000,0.096949800000000,0.001111863095814,0.001352772200181,0.000000000000000,0.134382902708796,,0.174492261000000,0.415665214454585,0.252067400000000,0.353614514398443,0.292248292317731,0.454477150821459,Muy Bajo,0.308,"31"
-67.953,-16.561,La Paz,Murillo,Palca,"020102",20102.00000000000,"20102",0.094395640357816,0.557471762646874,0.422878277225860,0.757391964435419,0.491953984797653,0.431231359000000,0.521226934000000,0.000000000000000,0.000000000000000,0.003635734072022,0.023627552638879,,,0.438877917743822,0.351122357420000,0.367525359341895,0.251000007277871,0.429101154925886,Alto,0.482,"48"
-68.004,-17.091,La Paz,Aroma,Ayo Ayo,"021303",21303.00000000000,"21303",0.060208989293781,0.661179855499984,0.396686760448999,0.599006727970860,0.269035744808456,,,0.458764381707435,0.025874361971587,0.706717451523546,0.014394564513022,,,0.439125824103237,0.318593752640000,0.362944928375918,0.244136781454992,0.449923355305444,Alto,0.483,"48"
-67.950,-16.889,La Paz,Loayza,Sapahaqui,"020902",20902.00000000000,"20902",0.041254864009698,0.464533756699435,0.132233400719742,0.762546651293406,0.141064630754209,0.419577519000000,0.518013124000000,0.104839773176843,0.013793545626814,0.027293537594647,0.025320683198317,,,0.432719086981790,0.337793368860000,0.393048054163552,0.349102943052735,0.452576817759683,Medio,0.412,"41"
-67.735,-16.391,La Paz,Sur Yungas,Yanacachi,"021103",21103.00000000000,"21103",0.132196346528812,0.333891054088006,0.442535095969029,0.651278793524598,0.337399961834204,0.589777730000000,,0.000096683747462,0.000003690301441,0.002250692520776,0.090537350632879,,0.174491811000000,0.427000535126768,0.317165358100000,0.361811644561357,0.239098648278016,0.463982036740644,Bajo,0.357,"36"
-68.028,-16.666,La Paz,Murillo,Mecapaca,"020103",20103.00000000000,"20103",0.048722484504737,0.576142693828793,0.233751518554713,0.617636460339446,0.184567251805664,0.426904172000000,0.520611220000000,0.013406156901688,0.030900839725605,0.024060646011866,0.036574733407868,,,0.419219350391683,0.399383334000000,0.392546539185621,0.302455968365457,0.449127503985344,Medio,0.417,"42"
-67.728,-16.188,La Paz,Nor Yungas,Coroico,"021401",21401.00000000000,"21401",0.271599178558579,0.607820445126177,0.306925156575896,0.656684192072937,0.337349140071903,0.402306816000000,,0.059417411453161,0.067525265376569,0.042188529993408,0.118356775908945,,0.174491789000000,0.421442075407326,0.318923094500000,0.371290859633240,0.285561765788164,0.459236502837471,Medio,0.382,"38"
-67.218,-16.981,La Paz,Inquisivi,Quime,"021002",21002.00000000000,"21002",0.189823091763963,0.541080973552701,0.479229555833669,0.661170193051792,0.391067288361865,0.590616990000000,0.199667797000000,0.002194437356468,0.024610504595423,0.017139876294806,0.098836363530591,,0.174492478000000,0.424184418468347,0.347293757400000,0.383100390442644,0.302102706118741,0.458820679783487,Alto,0.450,"45"
-67.451,-17.040,La Paz,Loayza,Malla,"020904",20904.00000000000,"20904",0.048745523117950,0.577818744882345,0.522894149417544,0.721181286222424,0.499709170362491,0.592357588000000,,0.168200408997955,0.014139173973738,0.272278071221673,0.015282169689671,,,0.412269819400820,0.349643033140000,0.378508874091169,0.327631629864341,0.424491013959514,Alto,0.484,"48"
-67.173,-16.699,La Paz,Inquisivi,Cajuata,"021003",21003.00000000000,"21003",0.280333166206352,0.649716228430458,0.383962634327437,0.635919720391607,0.387082876462536,0.416893135000000,0.198575966000000,0.469018404907975,0.380025863121106,0.057590730959278,0.124847907534404,,0.174492230000000,0.424055189670123,0.290656554725000,0.352216622308340,0.257353098008111,0.436801646830125,Muy Alto,0.579,"58"
-67.411,-17.158,La Paz,Loayza,Yaco,"020903",20903.00000000000,"20903",0.037851604471201,0.342117688814829,0.158509128877004,0.600688186946665,0.339789711531598,0.417387328000000,,0.154065551580779,0.008649211709665,0.414473684210526,0.028312319721548,,0.051516489000000,0.421751800444631,0.358539163100000,0.379517091012394,0.290382007195540,0.447395393309405,Medio,0.386,"39"
-67.455,-16.466,La Paz,Sur Yungas,Irupana,"021102",21102.00000000000,"21102",0.208649100043735,0.592638228598077,0.531043687185494,0.693394120058440,0.428605675954699,0.589846098000000,0.192687358000000,0.010799404170804,0.125484563058058,0.043671720500989,0.100926417325594,,0.174491766000000,0.423259370758607,0.345780131720000,0.371464808240477,0.282097193745694,0.434722536737609,Alto,0.488,"49"
-67.187,-17.140,La Paz,Inquisivi,Ichoca,"021005",21005.00000000000,"21005",0.200810435050760,0.593087371604410,0.345444261170929,0.575624446217218,0.310990148990913,0.415723482000000,,0.004012375519675,0.002653549323150,0.292763157894737,0.021757761016235,,0.070702884000000,0.428990088209323,0.332973197040000,0.369635816612882,0.286232975899258,0.430347005302949,Medio,0.384,"38"
-67.661,-17.063,La Paz,Loayza,Luribay,"020901",20901.00000000000,"20901",0.048796527405156,0.581547360887015,0.184238721284266,0.733273295595785,0.102120363725228,,0.207070409000000,0.723532824132263,0.021271889969378,0.458448753462604,0.012244746905664,,,0.439421598394860,0.333497244080000,0.390725941682732,0.345982527841864,0.444002396414203,Alto,0.495,"49"
-67.607,-16.314,La Paz,Nor Yungas,Coripata,"021402",21402.00000000000,"21402",0.289713104247105,0.609184615416652,0.177449799926687,0.657618415771075,0.339433134816483,0.401582106000000,,0.000000000000000,0.000000000000000,0.000000000000000,0.131764180566484,,0.174492622000000,0.421547980321026,0.334895852760000,0.367175004476042,0.250165101462012,0.462091083361131,Bajo,0.339,"34"
-67.540,-16.903,La Paz,Loayza,Cairoma,"020905",20905.00000000000,"20905",0.167508329123812,0.652923239069442,0.498505606687385,0.657946318721978,0.494315129053281,0.662056779000000,0.204358916000000,0.000193367494924,0.001693670294589,0.240997229916898,0.012363702494320,,0.188029721000000,0.401754809514964,0.354118366400000,0.365657907846686,0.251899621965547,0.454858833506232,Muy Alto,0.518,"52"
-67.526,-16.409,La Paz,Sur Yungas,Chulumani,"021101",21101.00000000000,"21101",0.250658183782503,0.622847125296715,0.342047894376996,0.585519393100345,0.240611791888069,0.414581859000000,,0.234735592773309,0.006603578056128,0.000176087339320,0.123271158516123,,0.174492126000000,0.416700736564726,0.297003824750000,0.369129631998162,0.315766982133891,0.447046984544030,Medio,0.389,"39"
-67.202,-16.806,La Paz,Inquisivi,Licoma Pampa,"021006",21006.00000000000,"21006",0.195494175586639,0.584097940292122,0.244547620127329,0.606800177078549,0.297631911535609,,,0.000510334268946,0.417807032135401,0.019300991131977,0.093724990613487,,0.174492021000000,0.456434183531365,0.286732293475000,0.350935415115299,0.221738262368049,0.438836921086784,Bajo,0.324,"32"
-66.280,-17.395,Cochabamba,Quillacollo,Quillacollo,"030901",30901.00000000000,"30901",0.057439049455648,0.541142232571078,0.382482971462963,0.744477781698919,0.149114823801433,0.387330038000000,,0.439456841376924,0.093086413621579,0.453759549658223,0.023338102765842,,,0.425987720713016,0.343218759600000,0.367592139176391,0.248219136108132,0.452942940284418,Alto,0.482,"48"
-66.159,-17.381,Cochabamba,Cercado,Cochabamba,"030101",30101.00000000000,"30101",0.116338498348654,0.618827375032106,0.332881893242380,0.711810011471009,0.140110032784801,0.583381240000000,0.266227160000000,0.000000000000000,0.000000000000000,0.000000000000000,0.012112384019056,,,0.422577098389805,0.341591630000000,0.364308405995857,0.258975269328874,0.434089626264747,Medio,0.387,"39"
-66.039,-17.402,Cochabamba,Chapare,Sacaba,"031001",31001.00000000000,"31001",0.154458949031642,0.534921629537914,0.364649081542201,0.758380913135656,0.068869944213236,0.580516640000000,0.265982665000000,0.000103933898041,0.005169565569876,0.000000000000000,0.090913984625077,,,0.455530725068094,0.335842840360000,0.383760364411868,0.295941294414266,0.447726597805111,Medio,0.386,"39"
-66.241,-17.390,Cochabamba,Quillacollo,Colcapirhua,"030905",30905.00000000000,"30905",0.056485358712579,0.616690822352519,0.185318093274705,0.612014526528551,0.139575200498311,,,0.715152314387446,0.087901069397488,0.082761049480542,0.032585684720623,,,0.262737089597258,0.221925304500000,0.230050230041196,0.235057554065418,0.200480972002109,Bajo,0.364,"36"
-66.220,-17.338,Cochabamba,Quillacollo,Tiquipaya,"030903",30903.00000000000,"30903",0.039949352547129,0.443055984734382,0.334210509926077,0.716388953835749,0.048330782373729,0.384259469000000,,0.367137017011737,0.015256040917359,0.009860891001937,0.036250094189431,,,0.419571523264883,0.298899326775000,0.350514174849673,0.292919694532797,0.390666154826013,Bajo,0.340,"34"
-65.580,-17.575,Cochabamba,Arani,Vacas,"030502",30502.00000000000,"30502",0.029197745483607,0.402030481431446,0.442282011112426,0.720957699787179,0.041316248278481,0.658916672000000,,0.083542133720164,0.028228325132123,0.234548335974643,0.051234703244203,,,0.429616011846018,0.233048652733333,0.347788557548202,0.296934793202554,0.431554772410901,Medio,0.372,"37"
-66.015,-17.582,Cochabamba,Esteban Arce,Arbieto,"030403",30403.00000000000,"30403",0.046213854949445,0.679181135462844,0.217903473389441,0.681208466047830,0.171458475278214,0.659553922000000,,0.089080838718185,0.248117456496122,0.009244585314316,0.024040982227093,,,0.416051148960534,0.245129995633333,0.364671126378715,0.351773432446736,0.445729928474255,Medio,0.383,"38"
-66.402,-17.821,Cochabamba,Arque,Arque,"030601",30601.00000000000,"30601",0.061224931446314,0.672530528843580,0.300989347935391,0.550733832806120,0.511497529938852,,,0.029377689506786,0.396999080826162,0.110909690177983,0.016313532062416,,0.095636106000000,0.417327460055871,0.350679928820000,0.370678283510235,0.276793139543418,0.437912605621650,Bajo,0.369,"37"
-66.263,-17.716,Cochabamba,Capinota,Capinota,"030701",30701.00000000000,"30701",0.058168683895792,0.640443324330393,0.141856965702079,0.566225060118317,0.254535217910720,,,0.127953068019661,0.085264211544678,0.081641025641026,0.012473814865103,,0.095637036000000,0.423810154000598,0.347297899800000,0.377163910689767,0.285594787926467,0.451952801032002,Muy Bajo,0.281,"28"
-66.334,-17.801,Cochabamba,Capinota,Sicaya,"030703",30703.00000000000,"30703",0.030858402988375,0.456636275314223,0.084762891879701,0.670160259492697,0.241608230925796,,,0.236053369428599,0.103203284969526,0.024930747922438,0.012298224477149,,,0.366586816838349,0.292518123175000,0.368580102751810,0.369565541825663,0.445649929168229,Muy Bajo,0.267,"27"
-65.770,-17.573,Cochabamba,Arani,Arani,"030501",30501.00000000000,"30501",0.046238688593226,0.679602649729429,0.412233719290986,0.696303281792843,0.276906337344112,0.389187576000000,,0.174337333509165,0.009231015506706,0.010301109350238,0.012529468582068,,,0.414488450195812,0.289545209225000,0.372554401500274,0.337805198580290,0.448378747999993,Bajo,0.366,"37"
-65.796,-17.666,Cochabamba,Punata,Cuchumuela,"031405",31405.00000000000,"31405",0.041505965189912,0.604507112960517,0.292416957491675,0.650001549514628,0.128723453994997,,,0.102533114183506,0.002611347621260,0.128289473684211,0.021691390446881,,,0.359804801554424,0.251922408100000,0.327029060447783,0.276165078559437,0.420223953577271,Muy Bajo,0.258,"26"
-65.801,-17.642,Cochabamba,Punata,Tacachi,"031404",31404.00000000000,"31404",0.030527026699992,0.450845068080543,0.112592192379730,0.596877050505539,0.053224846147807,,,0.123697744955822,0.252926785984115,0.004578270822328,0.014751151360845,,,0.313529461416468,0.227864941433333,0.305829248786619,0.291366585468497,0.390556006828177,Muy Bajo,0.221,"22"
-65.838,-17.546,Cochabamba,Punata,Punata,"031401",31401.00000000000,"31401",0.046598408801889,0.541393082827802,0.192295898098919,0.657229845196412,0.072245752921400,,,0.111911437687325,0.014450749576118,0.067347645429363,0.019711958666914,,,0.358454552353981,0.278697056775000,0.329864827249441,0.269115788750981,0.413191911117802,Muy Bajo,0.226,"23"
-65.813,-17.616,Cochabamba,Punata,Villa Rivero,"031402",31402.00000000000,"31402",0.028645436133240,0.395169842560466,0.097269912291613,0.663707807901928,0.037303193528595,,,0.203877093498615,0.015766620646586,0.004578270822328,0.015027673090508,,,0.400197365392608,0.264341179300000,0.329427185034362,0.325634394353335,0.327535801091503,Muy Bajo,0.202,"20"
-65.699,-17.701,Cochabamba,Mizque,Alalay,"031303",31303.00000000000,"31303",0.046608087852822,0.691683260550119,0.421534745593400,0.729718878237694,0.177573679746754,,,0.021779141104294,0.002223399053017,0.121144999148066,0.039414673109064,,,0.367997394658702,0.289006906350000,0.344744507556051,0.264965992453927,0.457007736761576,Muy Bajo,0.281,"28"
-66.024,-17.613,Cochabamba,Esteban Arce,Tarata,"030401",30401.00000000000,"30401",0.040562827703887,0.449456200408702,0.077887163161258,0.560704463475841,0.050165183000854,0.390895993000000,0.180077888000000,0.146910954268587,0.100115155126784,0.052458448753463,0.017094617452061,,0.095635779000000,0.456922658617089,0.298352021000000,0.393264993093585,0.377809054131512,0.439976238625737,Bajo,0.327,"33"
-66.354,-17.454,Cochabamba,Quillacollo,Sipe Sipe,"030902",30902.00000000000,"30902",0.041062133773835,0.453954589073332,0.131309710872960,0.738781041354838,0.139451579869733,0.387206517000000,,0.638241308793456,0.038727589016201,0.761458510819560,0.016195051860168,,,0.405383005620353,0.322902921800000,0.379183777031715,0.332517209191243,0.455931971515265,Muy Alto,0.532,"53"
-66.248,-17.550,Cochabamba,Capinota,Santivañez,"030702",30702.00000000000,"30702",0.041274720090266,0.473585354477381,0.087331629361036,0.713767762694499,0.058762627130522,0.388555992000000,,0.454569431623368,0.275430968747348,0.014351118154605,0.012172808175136,,,0.424578856289970,0.297286072725000,0.381215335728073,0.340980566441725,0.462015847455596,Medio,0.375,"38"
-65.776,-17.812,Cochabamba,Esteban Arce,Sacabamba,"030404",30404.00000000000,"30404",0.034005430049594,0.534797019585697,0.177091670027140,0.694093923628505,0.068487260929105,,,0.133109897384972,0.123408748338753,0.265655899802241,0.024219291270234,,,0.438249095949139,0.295718487250000,0.381452662333345,0.279483040704047,0.512360025430194,Muy Bajo,0.289,"29"
-65.936,-17.783,Cochabamba,Esteban Arce,Anzaldo,"030402",30402.00000000000,"30402",0.061625108516036,0.685683178079880,0.155653832540300,0.474423773612170,0.419498399077908,,0.178848915000000,0.004060717393406,0.132641617632560,0.004674515235457,0.033253738089406,,0.057352271000000,0.428721528584765,0.362325069000000,0.395052164393560,0.320519684441863,0.468642375547610,Muy Bajo,0.315,"31"
-65.929,-17.625,Cochabamba,German Jordan,Toko,"030802",30802.00000000000,"30802",0.029745685185399,0.432909436256592,0.103232175423480,0.643160714337448,0.134760277714940,,,0.000259470679813,0.000023339155979,0.003015681544029,0.016917308469435,,,0.408392576666100,0.377924389400000,0.378673281553404,0.309778620632627,0.418597539514888,Muy Bajo,0.184,"18"
-65.934,-17.592,Cochabamba,German Jordan,Cliza,"030801",30801.00000000000,"30801",0.043083274440798,0.620139821607657,0.186831824713798,0.638703559544516,0.236984012132191,,,0.000000000000000,0.000000000000000,0.000000000000000,0.023906662839898,,,0.436751595341409,0.284279942700000,0.357788210393073,0.290378533216374,0.419742770314510,Muy Bajo,0.223,"22"
-66.840,-18.288,Oruro,Pantaleon Dalence,Huanuni,"040701",40701.00000000000,"40701",0.038330232782755,0.593345214511481,0.264847789584425,0.600844886381265,0.512893814783512,,0.153581669000000,0.000305592339819,0.004809457075925,0.002208201892744,0.016838917852701,,0.137492603000000,0.430152619648474,0.325887343720000,0.370020597160926,0.290041196102803,0.434001229172428,Muy Bajo,0.315,"31"
-66.535,-17.837,Cochabamba,Arque,Tacopaya,"030602",30602.00000000000,"30602",0.040676691774873,0.450593203319058,0.129594180567420,0.581773716113179,0.137715483262188,,,0.775102249488753,0.035410423495645,0.103390696881922,0.012104769013814,,,0.434040858280038,0.351684403740000,0.375105964783988,0.286581938571327,0.428116658544590,Bajo,0.370,"37"
-66.080,-17.875,Potosi,General Bernardino Bilbao,Arampampa,"051301",51301.00000000000,"51301",0.061293823500780,0.682385891716000,0.155114192540482,0.555478586974947,0.280492136260229,,0.108481177000000,0.726427535276276,0.031989686877079,0.020514175030815,0.022172158205338,,0.030686902000000,0.452188059203577,0.365973681460000,0.400403819223234,0.345376983657088,0.438076552572269,Medio,0.421,"42"
